Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,outp_claim_count,outp_total_reimb,outp_mean_reimb,outp_unique_bene,total_claim_count,total_reimb,total_unique_bene,claims_per_bene,inp_to_outp_ratio
PRV51973,No,,,,,7.0,620.0,88.57142857142857,4.0,7.0,620.0,4.0,1.4,0.0
PRV51974,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51976,No,7.0,61000.0,8714.285714285714,7.0,,,,,7.0,61000.0,7.0,0.875,7.0
PRV51977,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51978,No,2.0,23000.0,11500.0,2.0,,,,,2.0,23000.0,2.0,0.6666666666666666,2.0
PRV51979,Yes,6.0,63000.0,10500.0,6.0,,,,,6.0,63000.0,6.0,0.8571428571428571,6.0
PRV51981,No,4.0,17000.0,4250.0,4.0,,,,,4.0,17000.0,4.0,0.8,4.0
PRV51983,No,,,,,2.0,160.0,80.0,2.0,2.0,160.0,2.0,0.6666666666666666,0.0
PRV51984,No,,,,,26.0,4100.0,157.69230769230768,18.0,26.0,4100.0,18.0,1.368421052631579,0.0
PRV51987,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51988,No,,,,,2.0,1300.0,650.0,2.0,2.0,1300.0,2.0,0.6666666666666666,0.0
PRV51989,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV51990,No,,,,,11.0,3300.0,300.0,3.0,11.0,3300.0,3.0,2.75,0.0
PRV51991,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51992,No,,,,,4.0,2890.0,722.5,4.0,4.0,2890.0,4.0,0.8,0.0
PRV51993,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV51994,No,,,,,4.0,1850.0,462.5,4.0,4.0,1850.0,4.0,0.8,0.0
PRV51995,No,,,,,1.0,1700.0,1700.0,1.0,1.0,1700.0,1.0,0.5,0.0
PRV51996,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV51998,No,,,,,2.0,160.0,80.0,2.0,2.0,160.0,2.0,0.6666666666666666,0.0
PRV51999,No,,,,,1.0,800.0,800.0,1.0,1.0,800.0,1.0,0.5,0.0
PRV52001,No,,,,,87.0,14030.0,161.26436781609195,48.0,87.0,14030.0,48.0,1.7755102040816326,0.0
PRV52002,Yes,11.0,138000.0,12545.454545454546,11.0,17.0,4800.0,282.3529411764706,15.0,28.0,142800.0,26.0,1.037037037037037,0.6111111111111112
PRV52003,No,39.0,416000.0,10666.666666666666,33.0,4.0,2550.0,637.5,4.0,43.0,418550.0,37.0,1.131578947368421,7.8
PRV52004,No,,,,,3.0,370.0,123.33333333333333,2.0,3.0,370.0,2.0,1.0,0.0
PRV52007,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52008,No,,,,,3.0,1700.0,566.6666666666666,3.0,3.0,1700.0,3.0,0.75,0.0
PRV52009,No,,,,,4.0,180.0,45.0,4.0,4.0,180.0,4.0,0.8,0.0
PRV52010,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52011,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52012,No,1.0,8000.0,8000.0,1.0,,,,,1.0,8000.0,1.0,0.5,1.0
PRV52013,No,,,,,3.0,3350.0,1116.6666666666667,3.0,3.0,3350.0,3.0,0.75,0.0
PRV52014,No,,,,,27.0,5890.0,218.14814814814815,23.0,27.0,5890.0,23.0,1.125,0.0
PRV52017,No,15.0,128000.0,8533.333333333334,14.0,15.0,6970.0,464.6666666666667,13.0,30.0,134970.0,27.0,1.0714285714285714,0.9375
PRV52019,Yes,324.0,3633400.0,11214.197530864198,288.0,87.0,41040.0,471.7241379310345,77.0,411.0,3674440.0,365.0,1.1229508196721312,3.6818181818181817
PRV52020,Yes,57.0,569300.0,9987.719298245614,54.0,31.0,2900.0,93.54838709677419,30.0,88.0,572200.0,84.0,1.035294117647059,1.78125
PRV52021,Yes,111.0,1136500.0,10238.738738738739,94.0,32.0,9430.0,294.6875,32.0,143.0,1145930.0,126.0,1.125984251968504,3.3636363636363638
PRV52022,No,,,,,4.0,1030.0,257.5,4.0,4.0,1030.0,4.0,0.8,0.0
PRV52024,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52025,No,,,,,10.0,1910.0,191.0,10.0,10.0,1910.0,10.0,0.9090909090909091,0.0
PRV52026,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52027,No,22.0,156000.0,7090.909090909091,22.0,7.0,1780.0,254.28571428571428,7.0,29.0,157780.0,29.0,0.9666666666666667,2.75
PRV52028,No,2.0,49000.0,24500.0,2.0,,,,,2.0,49000.0,2.0,0.6666666666666666,2.0
PRV52029,No,5.0,33000.0,6600.0,5.0,16.0,3960.0,247.5,16.0,21.0,36960.0,21.0,0.9545454545454546,0.29411764705882354
PRV52030,Yes,2.0,7000.0,3500.0,2.0,162.0,45940.0,283.58024691358025,84.0,164.0,52940.0,86.0,1.8850574712643677,0.012269938650306749
PRV52031,No,1.0,11000.0,11000.0,1.0,17.0,4370.0,257.05882352941177,10.0,18.0,15370.0,11.0,1.5,0.05555555555555555
PRV52032,Yes,31.0,304500.0,9822.58064516129,31.0,35.0,11460.0,327.42857142857144,33.0,66.0,315960.0,64.0,1.0153846153846153,0.8611111111111112
PRV52037,No,,,,,9.0,1560.0,173.33333333333334,9.0,9.0,1560.0,9.0,0.9,0.0
PRV52038,No,15.0,116000.0,7733.333333333333,15.0,19.0,5050.0,265.7894736842105,16.0,34.0,121050.0,31.0,1.0625,0.75
PRV52039,No,,,,,3.0,1500.0,500.0,3.0,3.0,1500.0,3.0,0.75,0.0
PRV52041,Yes,,,,,94.0,28730.0,305.63829787234044,52.0,94.0,28730.0,52.0,1.7735849056603774,0.0
PRV52042,No,1.0,9000.0,9000.0,1.0,3.0,610.0,203.33333333333334,3.0,4.0,9610.0,4.0,0.8,0.25
PRV52044,No,29.0,315000.0,10862.068965517241,27.0,4.0,370.0,92.5,4.0,33.0,315370.0,31.0,1.03125,5.8
PRV52045,Yes,28.0,344700.0,12310.714285714286,26.0,12.0,6330.0,527.5,12.0,40.0,351030.0,38.0,1.0256410256410255,2.1538461538461537
PRV52046,No,,,,,8.0,4290.0,536.25,8.0,8.0,4290.0,8.0,0.8888888888888888,0.0
PRV52047,No,8.0,44000.0,5500.0,6.0,1.0,600.0,600.0,1.0,9.0,44600.0,7.0,1.125,4.0
PRV52048,No,,,,,10.0,510.0,51.0,10.0,10.0,510.0,10.0,0.9090909090909091,0.0
PRV52049,No,,,,,13.0,6970.0,536.1538461538462,13.0,13.0,6970.0,13.0,0.9285714285714286,0.0
PRV52051,No,,,,,7.0,2300.0,328.57142857142856,7.0,7.0,2300.0,7.0,0.875,0.0
PRV52052,No,1.0,17000.0,17000.0,1.0,1.0,100.0,100.0,1.0,2.0,17100.0,2.0,0.6666666666666666,0.5
PRV52054,No,,,,,13.0,3170.0,243.84615384615384,13.0,13.0,3170.0,13.0,0.9285714285714286,0.0
PRV52055,No,,,,,9.0,2230.0,247.77777777777777,7.0,9.0,2230.0,7.0,1.125,0.0
PRV52056,No,,,,,3.0,450.0,150.0,3.0,3.0,450.0,3.0,0.75,0.0
PRV52057,No,5.0,34000.0,6800.0,5.0,8.0,520.0,65.0,7.0,13.0,34520.0,12.0,1.0,0.5555555555555556
PRV52058,No,,,,,14.0,5730.0,409.2857142857143,14.0,14.0,5730.0,14.0,0.9333333333333333,0.0
PRV52059,Yes,10.0,142000.0,14200.0,10.0,89.0,26040.0,292.5842696629214,31.0,99.0,168040.0,41.0,2.357142857142857,0.1111111111111111
PRV52061,No,,,,,9.0,1890.0,210.0,9.0,9.0,1890.0,9.0,0.9,0.0
PRV52062,No,,,,,10.0,2880.0,288.0,10.0,10.0,2880.0,10.0,0.9090909090909091,0.0
PRV52063,No,52.0,489000.0,9403.846153846154,45.0,45.0,9050.0,201.11111111111111,41.0,97.0,498050.0,86.0,1.1149425287356323,1.1304347826086956
PRV52064,Yes,19.0,180000.0,9473.684210526315,19.0,154.0,49010.0,318.24675324675326,99.0,173.0,229010.0,118.0,1.453781512605042,0.12258064516129032
PRV52065,Yes,79.0,798300.0,10105.06329113924,77.0,14.0,3040.0,217.14285714285714,14.0,93.0,801340.0,91.0,1.0108695652173914,5.266666666666667
PRV52066,Yes,,,,,99.0,26780.0,270.5050505050505,35.0,99.0,26780.0,35.0,2.75,0.0
PRV52068,No,,,,,1.0,500.0,500.0,1.0,1.0,500.0,1.0,0.5,0.0
PRV52069,No,,,,,5.0,2600.0,520.0,5.0,5.0,2600.0,5.0,0.8333333333333334,0.0
PRV52071,No,,,,,34.0,21850.0,642.6470588235294,17.0,34.0,21850.0,17.0,1.8888888888888888,0.0
PRV52072,No,26.0,225000.0,8653.846153846154,24.0,8.0,2540.0,317.5,8.0,34.0,227540.0,32.0,1.0303030303030303,2.888888888888889
PRV52073,No,21.0,282000.0,13428.57142857143,21.0,2.0,2300.0,1150.0,2.0,23.0,284300.0,23.0,0.9583333333333334,7.0
PRV52074,No,7.0,87000.0,12428.57142857143,7.0,6.0,520.0,86.66666666666667,6.0,13.0,87520.0,13.0,0.9285714285714286,1.0
PRV52075,No,,,,,1.0,600.0,600.0,1.0,1.0,600.0,1.0,0.5,0.0
PRV52076,No,36.0,350000.0,9722.222222222223,35.0,4.0,230.0,57.5,4.0,40.0,350230.0,39.0,1.0,7.2
PRV52077,Yes,72.0,755000.0,10486.111111111111,61.0,72.0,20240.0,281.1111111111111,50.0,144.0,775240.0,111.0,1.2857142857142858,0.9863013698630136
PRV52079,No,5.0,23000.0,4600.0,5.0,1.0,2900.0,2900.0,1.0,6.0,25900.0,6.0,0.8571428571428571,2.5
PRV52081,No,3.0,18000.0,6000.0,3.0,2.0,140.0,70.0,2.0,5.0,18140.0,5.0,0.8333333333333334,1.0
PRV52082,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52084,No,3.0,32000.0,10666.666666666666,3.0,2.0,160.0,80.0,2.0,5.0,32160.0,5.0,0.8333333333333334,1.0
PRV52085,No,,,,,57.0,11990.0,210.35087719298247,53.0,57.0,11990.0,53.0,1.0555555555555556,0.0
PRV52087,No,2.0,3000.0,1500.0,2.0,2.0,740.0,370.0,2.0,4.0,3740.0,4.0,0.8,0.6666666666666666
PRV52088,No,1.0,18000.0,18000.0,1.0,1.0,600.0,600.0,1.0,2.0,18600.0,2.0,0.6666666666666666,0.5
PRV52089,Yes,8.0,133000.0,16625.0,8.0,11.0,5330.0,484.54545454545456,7.0,19.0,138330.0,15.0,1.1875,0.6666666666666666
PRV52090,No,,,,,24.0,10040.0,418.3333333333333,21.0,24.0,10040.0,21.0,1.0909090909090908,0.0
PRV52092,No,5.0,54000.0,10800.0,5.0,16.0,4650.0,290.625,16.0,21.0,58650.0,21.0,0.9545454545454546,0.29411764705882354
PRV52094,No,5.0,138000.0,27600.0,4.0,1.0,500.0,500.0,1.0,6.0,138500.0,5.0,1.0,2.5
PRV52095,No,,,,,2.0,490.0,245.0,2.0,2.0,490.0,2.0,0.6666666666666666,0.0
PRV52097,No,,,,,3.0,160.0,53.333333333333336,3.0,3.0,160.0,3.0,0.75,0.0
PRV52098,No,,,,,29.0,8630.0,297.58620689655174,25.0,29.0,8630.0,25.0,1.1153846153846154,0.0
PRV52099,No,1.0,5000.0,5000.0,1.0,3.0,70.0,23.333333333333332,3.0,4.0,5070.0,4.0,0.8,0.25
PRV52100,Yes,109.0,1016200.0,9322.935779816513,89.0,5.0,310.0,62.0,5.0,114.0,1016510.0,94.0,1.2,18.166666666666668
PRV52101,No,1.0,10000.0,10000.0,1.0,1.0,0.0,0.0,1.0,2.0,10000.0,2.0,0.6666666666666666,0.5
PRV52102,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV52104,No,,,,,82.0,23220.0,283.1707317073171,44.0,82.0,23220.0,44.0,1.8222222222222222,0.0
PRV52105,No,,,,,2.0,250.0,125.0,2.0,2.0,250.0,2.0,0.6666666666666666,0.0
PRV52107,No,6.0,50000.0,8333.333333333334,6.0,3.0,1300.0,433.3333333333333,3.0,9.0,51300.0,9.0,0.9,1.5
PRV52109,No,,,,,18.0,11050.0,613.8888888888889,15.0,18.0,11050.0,15.0,1.125,0.0
PRV52111,No,4.0,18000.0,4500.0,4.0,4.0,570.0,142.5,4.0,8.0,18570.0,8.0,0.8888888888888888,0.8
PRV52112,No,15.0,150000.0,10000.0,15.0,3.0,350.0,116.66666666666667,3.0,18.0,150350.0,18.0,0.9473684210526315,3.75
PRV52113,No,,,,,6.0,6540.0,1090.0,3.0,6.0,6540.0,3.0,1.5,0.0
PRV52114,Yes,53.0,549000.0,10358.490566037735,50.0,68.0,17270.0,253.97058823529412,41.0,121.0,566270.0,91.0,1.315217391304348,0.7681159420289855
PRV52115,Yes,12.0,106000.0,8833.333333333334,11.0,8.0,1160.0,145.0,7.0,20.0,107160.0,18.0,1.0526315789473684,1.3333333333333333
PRV52118,No,2.0,81000.0,40500.0,2.0,6.0,3800.0,633.3333333333334,5.0,8.0,84800.0,7.0,1.0,0.2857142857142857
PRV52119,Yes,10.0,109000.0,10900.0,10.0,1.0,1200.0,1200.0,1.0,11.0,110200.0,11.0,0.9166666666666666,5.0
PRV52120,Yes,95.0,955300.0,10055.78947368421,83.0,75.0,14900.0,198.66666666666666,68.0,170.0,970200.0,151.0,1.118421052631579,1.25
PRV52121,No,2.0,15000.0,7500.0,2.0,,,,,2.0,15000.0,2.0,0.6666666666666666,2.0
PRV52122,No,,,,,5.0,1130.0,226.0,5.0,5.0,1130.0,5.0,0.8333333333333334,0.0
PRV52123,Yes,86.0,797600.0,9274.418604651162,72.0,9.0,3810.0,423.3333333333333,5.0,95.0,801410.0,77.0,1.2179487179487178,8.6
PRV52124,Yes,3.0,54000.0,18000.0,3.0,7.0,1730.0,247.14285714285714,7.0,10.0,55730.0,10.0,0.9090909090909091,0.375
PRV52126,No,25.0,256000.0,10240.0,24.0,6.0,2490.0,415.0,5.0,31.0,258490.0,29.0,1.0333333333333334,3.5714285714285716
PRV52127,No,4.0,65000.0,16250.0,4.0,1.0,60.0,60.0,1.0,5.0,65060.0,5.0,0.8333333333333334,2.0
PRV52128,No,38.0,282850.0,7443.421052631579,37.0,4.0,820.0,205.0,3.0,42.0,283670.0,40.0,1.024390243902439,7.6
PRV52129,No,,,,,22.0,1180.0,53.63636363636363,5.0,22.0,1180.0,5.0,3.6666666666666665,0.0
PRV52130,No,7.0,91000.0,13000.0,6.0,9.0,940.0,104.44444444444444,9.0,16.0,91940.0,15.0,1.0,0.7
PRV52131,No,15.0,167000.0,11133.333333333334,13.0,3.0,150.0,50.0,3.0,18.0,167150.0,16.0,1.0588235294117647,3.75
PRV52133,No,2.0,7000.0,3500.0,2.0,22.0,5620.0,255.45454545454547,20.0,24.0,12620.0,22.0,1.0434782608695652,0.08695652173913043
PRV52135,Yes,130.0,1190200.0,9155.384615384615,116.0,5.0,1390.0,278.0,4.0,135.0,1191590.0,120.0,1.115702479338843,21.666666666666668
PRV52136,No,28.0,245000.0,8750.0,28.0,5.0,2680.0,536.0,5.0,33.0,247680.0,33.0,0.9705882352941176,4.666666666666667
PRV52138,No,,,,,8.0,880.0,110.0,6.0,8.0,880.0,6.0,1.1428571428571428,0.0
PRV52140,No,,,,,2.0,300.0,150.0,2.0,2.0,300.0,2.0,0.6666666666666666,0.0
PRV52141,No,2.0,14000.0,7000.0,2.0,62.0,25680.0,414.19354838709677,25.0,64.0,39680.0,27.0,2.2857142857142856,0.031746031746031744
PRV52142,No,14.0,106900.0,7635.714285714285,14.0,,,,,14.0,106900.0,14.0,0.9333333333333333,14.0
PRV52143,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52144,No,9.0,77000.0,8555.555555555555,9.0,6.0,4190.0,698.3333333333334,5.0,15.0,81190.0,14.0,1.0,1.2857142857142858
PRV52145,No,,,,,19.0,7540.0,396.8421052631579,18.0,19.0,7540.0,18.0,1.0,0.0
PRV52146,No,15.0,161000.0,10733.333333333334,15.0,,,,,15.0,161000.0,15.0,0.9375,15.0
PRV52147,Yes,14.0,201000.0,14357.142857142857,14.0,11.0,2830.0,257.27272727272725,11.0,25.0,203830.0,25.0,0.9615384615384616,1.1666666666666667
PRV52148,No,28.0,211000.0,7535.714285714285,27.0,3.0,340.0,113.33333333333333,2.0,31.0,211340.0,29.0,1.0333333333333334,7.0
PRV52149,No,13.0,97000.0,7461.538461538462,13.0,14.0,7960.0,568.5714285714286,12.0,27.0,104960.0,25.0,1.0384615384615385,0.8666666666666667
PRV52150,No,19.0,251000.0,13210.526315789473,19.0,18.0,8270.0,459.44444444444446,16.0,37.0,259270.0,35.0,1.0277777777777777,1.0
PRV52151,Yes,21.0,219800.0,10466.666666666666,20.0,6.0,640.0,106.66666666666667,6.0,27.0,220440.0,26.0,1.0,3.0
PRV52152,No,27.0,265000.0,9814.814814814816,25.0,2.0,20.0,10.0,2.0,29.0,265020.0,27.0,1.0357142857142858,9.0
PRV52154,No,,,,,38.0,9860.0,259.4736842105263,32.0,38.0,9860.0,32.0,1.1515151515151516,0.0
PRV52155,No,5.0,30000.0,6000.0,5.0,1.0,70.0,70.0,1.0,6.0,30070.0,6.0,0.8571428571428571,2.5
PRV52156,No,7.0,154000.0,22000.0,7.0,8.0,4820.0,602.5,8.0,15.0,158820.0,15.0,0.9375,0.7777777777777778
PRV52157,No,25.0,267000.0,10680.0,25.0,5.0,330.0,66.0,5.0,30.0,267330.0,30.0,0.967741935483871,4.166666666666667
PRV52159,No,10.0,101000.0,10100.0,10.0,13.0,3550.0,273.0769230769231,13.0,23.0,104550.0,23.0,0.9583333333333334,0.7142857142857143
PRV52160,No,2.0,24000.0,12000.0,2.0,7.0,1510.0,215.71428571428572,7.0,9.0,25510.0,9.0,0.9,0.25
PRV52161,No,,,,,1.0,50.0,50.0,1.0,1.0,50.0,1.0,0.5,0.0
PRV52162,No,1.0,14000.0,14000.0,1.0,3.0,3360.0,1120.0,3.0,4.0,17360.0,4.0,0.8,0.25
PRV52163,No,2.0,12000.0,6000.0,2.0,5.0,420.0,84.0,5.0,7.0,12420.0,7.0,0.875,0.3333333333333333
PRV52165,Yes,3.0,32000.0,10666.666666666666,3.0,6.0,2340.0,390.0,5.0,9.0,34340.0,8.0,1.0,0.42857142857142855
PRV52166,No,3.0,20000.0,6666.666666666667,3.0,7.0,2050.0,292.85714285714283,5.0,10.0,22050.0,8.0,1.1111111111111112,0.375
PRV52167,No,8.0,96000.0,12000.0,8.0,3.0,230.0,76.66666666666667,3.0,11.0,96230.0,11.0,0.9166666666666666,2.0
PRV52168,No,,,,,7.0,3240.0,462.85714285714283,6.0,7.0,3240.0,6.0,1.0,0.0
PRV52169,No,,,,,3.0,1810.0,603.3333333333334,2.0,3.0,1810.0,2.0,1.0,0.0
PRV52170,No,3.0,53000.0,17666.666666666668,3.0,4.0,170.0,42.5,4.0,7.0,53170.0,7.0,0.875,0.6
PRV52171,No,2.0,8000.0,4000.0,2.0,1.0,30.0,30.0,1.0,3.0,8030.0,3.0,0.75,1.0
PRV52173,Yes,74.0,801400.0,10829.72972972973,67.0,,,,,74.0,801400.0,67.0,1.088235294117647,74.0
PRV52174,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV52175,No,,,,,15.0,1960.0,130.66666666666666,13.0,15.0,1960.0,13.0,1.0714285714285714,0.0
PRV52176,No,10.0,186000.0,18600.0,10.0,,,,,10.0,186000.0,10.0,0.9090909090909091,10.0
PRV52177,No,2.0,17000.0,8500.0,2.0,3.0,100.0,33.333333333333336,3.0,5.0,17100.0,5.0,0.8333333333333334,0.5
PRV52178,Yes,85.0,888400.0,10451.764705882353,75.0,1.0,80.0,80.0,1.0,86.0,888480.0,76.0,1.1168831168831168,42.5
PRV52179,No,1.0,5000.0,5000.0,1.0,8.0,2620.0,327.5,2.0,9.0,7620.0,3.0,2.25,0.1111111111111111
PRV52180,No,3.0,36000.0,12000.0,3.0,3.0,450.0,150.0,3.0,6.0,36450.0,6.0,0.8571428571428571,0.75
PRV52181,Yes,8.0,76000.0,9500.0,8.0,,,,,8.0,76000.0,8.0,0.8888888888888888,8.0
PRV52182,No,3.0,21000.0,7000.0,3.0,6.0,690.0,115.0,3.0,9.0,21690.0,6.0,1.2857142857142858,0.42857142857142855
PRV52184,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV52185,No,,,,,6.0,1060.0,176.66666666666666,6.0,6.0,1060.0,6.0,0.8571428571428571,0.0
PRV52186,No,,,,,3.0,980.0,326.6666666666667,3.0,3.0,980.0,3.0,0.75,0.0
PRV52187,No,,,,,3.0,130.0,43.333333333333336,2.0,3.0,130.0,2.0,1.0,0.0
PRV52188,No,9.0,128000.0,14222.222222222223,8.0,1.0,100.0,100.0,1.0,10.0,128100.0,9.0,1.0,4.5
PRV52189,No,,,,,5.0,680.0,136.0,4.0,5.0,680.0,4.0,1.0,0.0
PRV52191,No,,,,,4.0,110.0,27.5,4.0,4.0,110.0,4.0,0.8,0.0
PRV52192,No,3.0,17000.0,5666.666666666667,1.0,3.0,270.0,90.0,2.0,6.0,17270.0,3.0,1.5,0.75
PRV52193,No,,,,,15.0,6540.0,436.0,11.0,15.0,6540.0,11.0,1.25,0.0
PRV52195,Yes,7.0,61000.0,8714.285714285714,7.0,,,,,7.0,61000.0,7.0,0.875,7.0
PRV52196,No,,,,,2.0,1150.0,575.0,2.0,2.0,1150.0,2.0,0.6666666666666666,0.0
PRV52197,No,7.0,99000.0,14142.857142857143,7.0,,,,,7.0,99000.0,7.0,0.875,7.0
PRV52199,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52200,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52201,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV52202,No,,,,,2.0,140.0,70.0,2.0,2.0,140.0,2.0,0.6666666666666666,0.0
PRV52204,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52205,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52206,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52208,No,,,,,1.0,600.0,600.0,1.0,1.0,600.0,1.0,0.5,0.0
PRV52209,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52211,No,,,,,7.0,1180.0,168.57142857142858,7.0,7.0,1180.0,7.0,0.875,0.0
PRV52212,No,,,,,5.0,490.0,98.0,5.0,5.0,490.0,5.0,0.8333333333333334,0.0
PRV52213,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52214,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV52216,No,,,,,2.0,70.0,35.0,2.0,2.0,70.0,2.0,0.6666666666666666,0.0
PRV52217,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52218,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52219,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52220,No,,,,,3.0,930.0,310.0,3.0,3.0,930.0,3.0,0.75,0.0
PRV52221,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52222,No,,,,,4.0,990.0,247.5,4.0,4.0,990.0,4.0,0.8,0.0
PRV52224,No,,,,,4.0,910.0,227.5,4.0,4.0,910.0,4.0,0.8,0.0
PRV52225,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52226,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52227,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52228,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52229,No,,,,,3.0,70.0,23.333333333333332,3.0,3.0,70.0,3.0,0.75,0.0
PRV52230,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52231,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52232,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52233,No,,,,,13.0,1480.0,113.84615384615384,10.0,13.0,1480.0,10.0,1.1818181818181819,0.0
PRV52235,No,,,,,1.0,70.0,70.0,1.0,1.0,70.0,1.0,0.5,0.0
PRV52236,No,,,,,3.0,2000.0,666.6666666666666,3.0,3.0,2000.0,3.0,0.75,0.0
PRV52237,No,,,,,2.0,930.0,465.0,2.0,2.0,930.0,2.0,0.6666666666666666,0.0
PRV52238,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52240,No,,,,,4.0,3320.0,830.0,4.0,4.0,3320.0,4.0,0.8,0.0
PRV52241,No,,,,,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0
PRV52242,No,,,,,3.0,5260.0,1753.3333333333333,3.0,3.0,5260.0,3.0,0.75,0.0
PRV52246,No,,,,,5.0,3460.0,692.0,4.0,5.0,3460.0,4.0,1.0,0.0
PRV52247,No,,,,,7.0,3890.0,555.7142857142857,7.0,7.0,3890.0,7.0,0.875,0.0
PRV52248,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV52249,No,,,,,2.0,220.0,110.0,2.0,2.0,220.0,2.0,0.6666666666666666,0.0
PRV52251,No,,,,,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0
PRV52252,No,,,,,1.0,400.0,400.0,1.0,1.0,400.0,1.0,0.5,0.0
PRV52253,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52254,No,,,,,4.0,60.0,15.0,3.0,4.0,60.0,3.0,1.0,0.0
PRV52255,No,,,,,1.0,100.0,100.0,1.0,1.0,100.0,1.0,0.5,0.0
PRV52256,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52257,No,,,,,2.0,590.0,295.0,2.0,2.0,590.0,2.0,0.6666666666666666,0.0
PRV52260,No,,,,,4.0,100.0,25.0,4.0,4.0,100.0,4.0,0.8,0.0
PRV52261,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52262,No,,,,,12.0,4630.0,385.8333333333333,9.0,12.0,4630.0,9.0,1.2,0.0
PRV52263,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52264,No,,,,,1.0,30.0,30.0,1.0,1.0,30.0,1.0,0.5,0.0
PRV52265,No,23.0,184000.0,8000.0,21.0,,,,,23.0,184000.0,21.0,1.0454545454545454,23.0
PRV52266,No,21.0,325000.0,15476.190476190477,17.0,,,,,21.0,325000.0,17.0,1.1666666666666667,21.0
PRV52267,No,6.0,41900.0,6983.333333333333,6.0,,,,,6.0,41900.0,6.0,0.8571428571428571,6.0
PRV52271,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52272,No,,,,,,,,,0.0,0.0,0.0,0.0,0.0
PRV52273,No,,,,,2.0,70.0,35.0,2.0,2.0,70.0,2.0,0.6666666666666666,0.0
PRV52274,No,,,,,3.0,430.0,143.33333333333334,2.0,3.0,430.0,2.0,1.0,0.0
PRV52275,No,,,,,8.0,1450.0,181.25,4.0,8.0,1450.0,4.0,1.6,0.0
PRV52276,No,,,,,2.0,520.0,260.0,2.0,2.0,520.0,2.0,0.6666666666666666,0.0
PRV52278,No,12.0,190000.0,15833.333333333334,12.0,,,,,12.0,190000.0,12.0,0.9230769230769231,12.0
PRV52279,No,56.0,569000.0,10160.714285714286,52.0,,,,,56.0,569000.0,52.0,1.0566037735849056,56.0
PRV52280,Yes,31.0,284000.0,9161.290322580646,28.0,,,,,31.0,284000.0,28.0,1.0689655172413792,31.0
